id_localidad,nombre,partido,municipio,cp,latitud,longitud
17085,"COLONIA WELHERS","12 DE OCTUBRE",,3732,,
11411,"COLONIAS UNIDAS","SARGENTO CABRAL","COLONIAS UNIDAS",3515,-26.6985722,-59.6325569
18506,"COMANDANCIA FRIAS","GENERAL GUEMES",,3705,-24.5396328,-62.2730026
11135,"CONCEPCION DEL BERMEJO","ALMIRANTE BROWN","CONCEPCION DEL BERMEJO",3708,-26.6003914,-60.9482040
11299,"CORONEL AVALOS",LIBERTAD,,3505,,
11351,"CORONEL BRANDSEN","PRESIDENCIA DE LA PLAZA",,3536,,
11328,"CORONEL DU GRATY","MAYOR LUIS J FONTANA","CORONEL DU GRATY",3541,-27.6820507,-60.9082184
18507,CORRALITO,"GENERAL GUEMES",,3705,-24.1334038,-62.3016510
11220,CORZUELA,"GENERAL BELGRANO",CORZUELA,3718,-26.9521294,-60.9671478
17232,"COSTA INE","1 DE MAYO",,3505,-27.1840499,-58.9408863
11421,"COTE LAI",TAPENAGA,"COTE LAI",3513,-27.5303120,-59.5765170
27865,"CUARTA LEGUA 14","LIBERTADOR GENERAL SAN MARTIN",,3531,,
11352,"CUATRO ARBOLES","PRESIDENCIA DE LA PLAZA","PRESIDENCIA DE LA PLAZA",3536,-26.9016742,-59.9002389
19132,"CUATRO BOCAS",QUITILIPI,,3530,,
19089,CURANDU,"PRESIDENCIA DE LA PLAZA",,3532,,
17355,"CURVA DE NOVOA","9 DE JULIO",,3722,-27.1712710,-60.9622793
18509,"DOÑA PAULA","GENERAL GUEMES",,3705,-25.0825729,-61.6525612
17356,"DOS BOLICHES","9 DE JULIO",,3722,,
17421,"EL 14",BERMEJO,,3518,,
18824,"EL 15","LIBERTADOR GENERAL SAN MARTIN",,3509,,
18510,"EL 15","GENERAL GUEMES",,3705,,
18511,"EL AIBAL","GENERAL GUEMES",,3705,-24.2355938,-62.0781860
18512,"EL ASUSTADO","GENERAL GUEMES",,3705,-25.9741280,-60.2765290
11380,"EL BAÑADO","SAN FERNANDO",,3516,,
11314,"EL BOQUERON",MAIPU,"TRES ISLETAS",3703,-26.2667789,-60.2606231
11120,"EL CAJON","9 DE JULIO",,3722,,
11148,"EL CAMPAMENTO",BERMEJO,,3524,,
17507,"EL CAÑON","ALMIRANTE BROWN",,3714,-25.4811249,-62.7959328
11264,"EL CATORCE",INDEPENDENCIA,,3706,,
17094,"EL CUADRADO","12 DE OCTUBRE",,3734,-27.2851448,-61.6719017
18956,"EL CUARENTA Y SEIS",MAIPU,,3703,,
11353,"EL CURUNDU","PRESIDENCIA DE LA PLAZA",,3536,,
18513,"EL DESIERTO","GENERAL GUEMES",,3705,,
18909,"EL DESTIERRO",MAIPU,,3703,,
11242,"EL ESPINILLO","GENERAL GUEMES","EL ESPINILLO",3703,-25.4176700,-60.4139680
11329,"EL ESQUINERO","MAYOR LUIS J FONTANA",,3543,,
17370,"EL ESTERO","9 DE JULIO",,3722,-26.7399550,-61.5626275
11090,"EL ESTERO","12 DE OCTUBRE",,3734,,
17508,"EL GUANACO","ALMIRANTE BROWN",,3714,,
